ID    A_wt_tpm    A_ko_tpm    R_wt_tpm    R_ko_tpm    p.value    log2FC_A_ko_vs_wt    log2FC_R_ko_vs_wt
1700030A11Rik    1700030A11Rik    2.37    2.93    0.247831215    0.101948027    0.769611    0.305897305207534    -1.2732512968658
1700030C10Rik    1700030C10Rik    3.18    24.12    1.530347426    1.105750966    0.750537    2.92273744223529    -0.468471000216537
1700030C14Rik    1700030C14Rik    45.39    80.38    1.278069188    1.018396056    0.764247    0.824448253367498    -0.32737962861438
1700030F04Rik    1700030F04Rik    0.91    0.49    0.185086207    0.161079249    0.51166    -0.891728029487358    -0.199271730064511
1700030J22Rik    1700030J22Rik    43.26    97.13    0.608231712    0.462329367    0.448643    1.16686480047119    -0.39495291261374
1700030K09Rik    1700030K09Rik    28.83    56.55    2.552337501    1.716338609    0.063892    0.97193165842191    -0.57220972156013
1700030L20Rik    1700030L20Rik    1.77    1.17    0.161540245    0.20826003    0.452025    -0.596823136250699    0.36449979997887
1700030M09Rik    1700030M09Rik    2.04    4    0.418690329    0.163382396    0.864997    0.971084446312883    -1.35226941278293
1700030N03Rik    1700030N03Rik    0.66    0.39    0.408525791    0.249970574    0.976116    -0.757481664200339    -0.706436092547936
1700030O20Rik    1700030O20Rik    2.7    1.47    0.11324865    0.195275711    0.413976    -0.876696393254137    0.780704533194724
1700031A10Rik    1700031A10Rik    1.61    0.59    0.18166063    0.121706362    0.546127    -1.44672645852904    -0.573955663433182
1700031F05Rik    1700031F05Rik    0.39    0.1    0.130129223    0.264435638    0.317357    -1.95281331455556    1.01737284790939
1700031L13Rik    1700031L13Rik    1.22    0.19    0.083461203    0.03412554    0.789895    -2.67641865695165    -1.265768391243
1700031M16Rik    1700031M16Rik    1.63    0.78    0.10169613    0.030902642    0.462835    -1.0623623285699    -1.68663400611624
1700031P21Rik    1700031P21Rik    16.72    52.25    0    0.041881159    0.373901    1.64379751789048    5.4222719946419
1700034E13Rik    1700034E13Rik    2.58    2.54    0.035863548    0.129208351    0.874656    -0.0225337660406151    1.82055514208339
1700034G24Rik    1700034G24Rik    2.89    0.39    0.108097599    0.073142999    0.88641    -2.8863280961697    -0.557236974618541
1700034H15Rik    1700034H15Rik    47.92    60.26    1.31193264    0.774607118    0.0250258    0.330566599769535    -0.75939495196841
1700034I23Rik    1700034I23Rik    3.16    3.13    0.198681519    0.190204886    0.643232    -0.0137575267658288    -0.0625814240555123
1700034J05Rik    1700034J05Rik    2.23    10.26    0.277610816    0.139412019    0.0672015    2.20140891894995    -0.988584833285395
1700034K08Rik    1700034K08Rik    3.03    0.1    0.22180806    0.123810701    0.950416    -4.90736665403253    -0.836059789526188
1700034P13Rik    1700034P13Rik    99.38    117.49    0.645384501    0.341276389    0.165862    0.241508284373818    -0.917230830168692
1700036G14Rik    1700036G14Rik    2.78    0.98    0.157617395    0.023621266    0.417726    -1.50327870312745    -2.68757414417414
1700037C18Rik    1700037C18Rik    51.72    88.97    0.599207436    0.958338155    0.560336    0.782584998617718    0.676578244629618
1700037H04Rik    1700037H04Rik    59.24    114.85    5.616011913    9.833739993    0.155814    0.955095519292541    0.808084048901417
1700039E22Rik    1700039E22Rik    7.9    9.77    0.245492301    0.065315337    0.224712    0.306470959097032    -1.8941281142177
1700039M10Rik    1700039M10Rik    22.23    40.34    0.330876258    0.175199245    0.110175    0.859674001427255    -0.913437682126858
1700040D17Rik    1700040D17Rik    36.04    66.12    0.257616175    0.09023155    0.851507    0.875469502829323    -1.50320777708266
1700041A01Rik    1700041A01Rik    1.77    1.27    1.518822521    0.451173646    0.125944    -0.478600181746955    -1.74895404597984
1700041C23Rik    1700041C23Rik    0.51    0    0    0.109692845    0.119154    -8.99717948093762    6.79041816151818
1700041M19Rik    1700041M19Rik    2.91    2.15    0.074222937    0.085488914    0.507876    -0.436507314699705    0.201342586455279
1700042G07Rik    1700042G07Rik    1.79    2.73    0.258886157    0.063339289    0.73919    0.608663976779325    -2.01410789152495
1700042G15Rik    1700042G15Rik    3.36    1.56    0.273924782    0.179016322    0.410997    -1.10642000533009    -0.610909237709184
1700042O10Rik    1700042O10Rik    3.83    1.85    0.156441162    0.085394758    0.818936    -1.04941613055331    -0.865797089022569
1700044C05Rik    1700044C05Rik    2.64    1.27    0.11234663    0.099802011    0.592009    -1.05512027116213    -0.16921707689816
1700044K03Rik    1700044K03Rik    1.07    0.1    0.132705768    0.236138684    0.356556    -3.40653128199846    0.826669322305535
1700045H11Rik    1700045H11Rik    43.08    91.32    0.233011573    0.228472941    0.806736    1.08389491947726    -0.0282558359018927
1700046C09Rik    1700046C09Rik    2.91    1.56    0.090287799    0    0.118312    -0.899044302144857    -6.5123501456943
1700047A11Rik    1700047A11Rik    1.45    1.07    1.065756386    0.753679888    0.889361    -0.438089039316488    -0.499294014644618
1700047E10Rik    1700047E10Rik    2.49    1.27    14.04516045    7.027685424    0.0343917    -0.970760991235878    -0.998849028167506
1700047G03Rik    1700047G03Rik    4.43    2.93    0.247396305    0.139762148    0.661878    -0.596239358796404    -0.819384278436488
1700047I17Rik2    1700047I17Rik2    0    0    6.986161119    6.797605111    0.650384    0    -0.0394676332711188
1700047L14Rik    1700047L14Rik    1.3    0    0.132001332    0.07951726    0.919046    -10.3454052467178    -0.72407071096196
1700047M11Rik    1700047M11Rik    1.63    0    0.476812128    0.391276951    0.514235    -10.6715410667119    -0.284570903730983
1700048M11Rik    1700048M11Rik    3.92    1.07    0.57432434    0.340081712    0.592607    -1.87226316176633    -0.754258103886732
1700048O20Rik    1700048O20Rik    5.16    5.18    8.332200754    6.268967594    0.352231    0.00557995296603053    -0.410412749732754
1700049E15Rik    1700049E15Rik    3.12    0.98    0.296108238    0.081565351    0.21694    -1.66968331569997    -1.84738022880721
1700049E17Rik1    1700049E17Rik1    0.01    0    0.234260257    0.122120076    0.28627    -3.4594316186373    -0.934191596368635
1700049E22Rik    1700049E22Rik    3.24    2.34    0.089703402    0.097944779    0.956972    -0.469314086205828    0.125466920138555
1700049L16Rik    1700049L16Rik    2.37    3.03    0.328416287    0.148727322    0.253992    0.354298189302321    -1.13757438047468
1700051A21Rik    1700051A21Rik    24.79    49.81    0.270418602    0.078071603    0.0636024    1.00664790777924    -1.77928802350704
1700052I22Rik    1700052I22Rik    1.71    2.15    0.476263905    0.149283697    0.230115    0.330167764933647    -1.66709871887903
1700052K11Rik    1700052K11Rik    51.64    64.85    2.269531001    1.642680096    0.157629    0.328611883028382    -0.466100195532882
1700054A03Rik    1700054A03Rik    8.56    14.75    0.128622527    0.130759169    0.506443    0.78496152995678    0.0235868963022305
1700054K19Rik    1700054K19Rik    7.79    15.04    0.230514612    0    7.14e-05    0.949020067849018    -7.85495944155256
1700054M17Rik    1700054M17Rik    2.8    3.22    0.262591959    0.114444041    0.515823    0.201566677308308    -1.19111265502561
1700055C04Rik    1700055C04Rik    2.02    1.47    0.422280169    0.245341285    0.920218    -0.458272075124905    -0.780954465621643
1700055D16Rik    1700055D16Rik    14.9    22.46    0.776311907    0.619531418    0.0372855    0.592013007672973    -0.324989358859864
1700056E22Rik    1700056E22Rik    90.78    175.99    2.470173384    1.490897808    0.262525    0.955039367284705    -0.728047520214214
1700057G04Rik    1700057G04Rik    1.13    0.39    0.063944576    0.041395503    0.873958    -1.53235841668247    -0.615297798080952
1700057H15Rik    1700057H15Rik    2.87    3.03    0.333603003    0.122387054    0.348612    0.0782405215771471    -1.43925936118384
1700057H21Rik    1700057H21Rik    4.41    9.08    0.448157198    1.102230316    0.126762    1.04174541545645    1.29644164758808
1700060C16Rik    1700060C16Rik    1.69    0.19    0.052147088    0.102845971    0.885936    -3.14623211637423    0.966382691963641
1700060C20Rik    1700060C20Rik    4.23    4.1    0.201001276    0.171791908    0.550398    -0.0450229420291346    -0.225328749829166
1700061F12Rik    1700061F12Rik    2.52    1.17    0.229331449    0.041099993    0.0895055    -1.10625504235732    -2.45181950877795
1700061G19Rik    1700061G19Rik    3.59    2.44    0.791720227    0.717588898    0.67508    -0.556913357883504    -0.141645142308973
1700061I17Rik    1700061I17Rik    3.07    3.22    0.119706877    0.125446402    0.500966    0.0688001484069403    0.0670181133613799
1700061J23Rik    1700061J23Rik    3.42    1.85    0.201448108    0.193475747    0.872992    -0.886113208897326    -0.0579619117666899
1700061N14Rik    1700061N14Rik    2.39    1.85    0.273969313    0.261337059    0.379342    -0.369309234841054    -0.067848996557502
1700063A18Rik    1700063A18Rik    1.63    0.29    0    0.035763686    0.373901    -2.4866657238036    5.2002095162294
1700063D05Rik    1700063D05Rik    3.22    14.06    13.20868263    9.529792272    0.233028    2.12611863481737    -0.470927753421247
1700063H04Rik    1700063H04Rik    7.65    6.54    0.280459536    0.184673512    0.360438    -0.226137108635448    -0.600159511813722
1700063O14Rik    1700063O14Rik    4.54    2.25    0.135550208    0.051755588    0.506359    -1.01244397997018    -1.37203569090038
1700064J06Rik    1700064J06Rik    1.22    0.98    0.16064118    0    0.122858    -0.315738158768164    -7.336650978294
1700064M15Rik    1700064M15Rik    41.04    72.96    0.210383833    0.210053574    0.46339    0.83005961924323    -0.00225578090711398
1700065D16Rik    1700065D16Rik    33.08    48.49    0.248489592    0.156912654    0.827013    0.551714159696733    -0.659852848484237
1700065I16Rik    1700065I16Rik    2.6    1.37    0.092597467    0.032627812    0.766652    -0.923837828163765    -1.47681457442628
1700065J11Rik    1700065J11Rik    4.72    6.06    0.117202783    0.233243395    0.864325    0.360463359604462    0.986744365407369
1700065J18Rik    1700065J18Rik    6.1    5.96    0.083254652    0.063029105    0.568926    -0.0334913573668043    -0.396028500748458
1700065L07Rik    1700065L07Rik    1.75    0.88    0.187668356    0.024264664    0.421311    -0.990965159513144    -2.90065957176544
1700065O20Rik    1700065O20Rik    2.37    1.85    0.188352208    0.058222068    0.757714    -0.357190767611434    -1.67686546973696
1700066B17Rik    1700066B17Rik    2.93    10.06    0.096649322    0.045563422    0.925466    1.77930883392592    -1.06841293973086
1700066B19Rik    1700066B19Rik    2.33    1.66    0.250510169    0.160587479    0.770365    -0.48889693116649    -0.638301320240623
1700066C05Rik    1700066C05Rik    1.09    0.59    50.56662715    36.72469632    0.567538    -0.884421066146075    -0.461424238042839
1700066J03Rik    1700066J03Rik    1.98    6.44    1.61758515    1.001956508    0.433446    1.70105581169044    -0.69047421779893
1700066M21Rik    1700066M21Rik    28.72    49.91    0.872262093    0.905138133    0.912355    0.797251828080633    0.0533162772334431
1700066N21Rik    1700066N21Rik    2.27    0.49    0.085415648    0.106609347    0.574133    -2.20953277639219    0.316438914582243
1700066O22Rik    1700066O22Rik    3.98    2.15    0.207589425    0.080955173    0.731378    -0.888123346668289    -1.34775909838237
1700067G17Rik    1700067G17Rik    3.65    7.32    0.140888552    0.042228435    0.492459    1.00374905576181    -1.71470568069842
1700067K01Rik    1700067K01Rik    2.8    2.05    0.327134077    0.190646184    0.623354    -0.449614491594654    -0.775840154807004
1700067P10Rik    1700067P10Rik    2.08    0.39    0.129443333    0.095008832    0.949455    -2.41203645242798    -0.442184176654802
1700069L16Rik    1700069L16Rik    2.91    4.79    0.263183591    0.069635189    0.721442    0.718811974009623    -1.90308187181127
1700069P05Rik    1700069P05Rik    2.18    1.47    0.259371609    0.135416413    0.665839    -0.568192523385921    -0.932554911884751
1700071K01Rik    1700071K01Rik    1.26    1.17    0.382608001    0.036185757    0.120978    -0.106827199827005    -3.36681076442036
1700071M16Rik    1700071M16Rik    2.16    0.19    0.144322383    0.127942446    0.543522    -3.50005452882376    -0.172529672052081
1700072B07Rik    1700072B07Rik    4.56    3.22    0.301034396    0.091846871    0.777468    -0.50184150947494    -1.70178765822972
1700072I22Rik    1700072I22Rik    2.85    3.03    0.21234755    0.125152216    0.919586    0.0883258128463762    -0.758039994253112
1700072O05Rik    1700072O05Rik    2.14    1.47    0.150354565    0.254092978    0.161464    -0.54148754913068    0.753090997207392
1700073E17Rik    1700073E17Rik    2    2.73    0.159112963    0.190264568    0.494599    0.448708146859545    0.256479521912264
1700074H08Rik    1700074H08Rik    1.28    0.29    0.183410867    0.139655153    0.569537    -2.13817941743336    -0.390761265926983
1700074P13Rik    1700074P13Rik    2.21    0.1    0.05972856    0.066260787    0.479512    -4.45227182706443    0.147390499237209
1700080N15Rik    1700080N15Rik    2.8    0.78    0.078833714    0.112956605    0.575631    -1.84254752993253    0.513414512203529
1700080O16Rik    1700080O16Rik    2.85    1.76    0.070592541    0.111130045    0.181341    -0.695073130106744    0.647291706312511
1700081H04Rik    1700081H04Rik    1.53    3.13    0.045063704    0.150177361    0.20017    1.03214922563888    1.71453978177053
1700083H02Rik    1700083H02Rik    3.65    2.34    0.051893051    0.058965226    0.603399    -0.641166734322872    0.181047924429763
1700084D21Rik    1700084D21Rik    2    0.69    1.955321937    1.414250565    0.65043    -1.53396355151748    -0.467086303544826
1700084E18Rik    1700084E18Rik    59.78    135.66    0.474711151    0.721452951    0.250886    1.18224709718911    0.602817793181387
1700084F23Rik    1700084F23Rik    1.73    0.29    0.113037819    0.035369842    0.733664    -2.57251466645835    -1.64869778929237
1700084J12Rik    1700084J12Rik    2.74    1.17    0.194358916    0.123851767    0.367021    -1.22696125232456    -0.645910860728838
1700084M14Rik    1700084M14Rik    1.3    0.59    0.139373705    0.110450575    0.195572    -1.13839092654026    -0.332868653461808
1700085C21Rik    1700085C21Rik    2.14    0.69    0.386699801    0.138743758    0.842726    -1.63152717999725    -1.47215615160599
1700086L19Rik    1700086L19Rik    21.28    28.13    0.194594916    0.457479634    0.286536    0.402594893381276    1.22898877814393
1700086O06Rik    1700086O06Rik    49.33    92.68    1.569945819    1.519040587    0.870542    0.909779077700063    -0.047523577824701
1700088E04Rik    1700088E04Rik    20.81    44.44    3.389854705    2.57065405    0.308428    1.09454498983076    -0.398952389378082
